,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
27,CARNEGIE,1414 E 61ST PL,Attendance Area School,"Chicago, IL",11,26,"1414 E 61ST PL, 60637",Network,Magnet_Cluster_IB||Selective_Enrollment_RGC||,9605,609837,Standard,Elementary School,0,1864524.474391,60637,0.64,Attendance Area School,0,WOODLAWN,Bronzeville / South Lakefront,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Carnegie,Network ES,Network 9,M,5,Regional Gifted Center,406,9,-87.590795,blue_blank,A,OPEN,Traditional,CARNEGIE,L,Andrew Carnegie Elementary School,Address,1414 E 61ST PL,60637,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Regional Gifted Center,ES,K-8,13,41.783368,28,22551,53.85,(773)535-0530,100,Carnegie ES,Underutilized,1,1,1186765.135803,#000000,1,,,"[-87.590801, 41.783376]",08:45 AM-03:45 PM,3:45 PM - 5:00 PM,8:30 AM,7735350530,"K,1,2,3,4,5,6,7,8",https://carnegie.cps.edu,True,393.0,293.0,379.0,8.0,2.0,https://carnegie.cps.edu/contact.html,False,False,
28,CARROLL,2929 W 83RD ST,Attendance Area School,"Chicago, IL",13,31,"2929 W 83RD ST, 60652",Network,,31851,609839,Standard,Elementary School,0,1849408.214925,60652,0.58,Attendance Area School,0,ASHBURN,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Carroll,Network ES,Network 10,M,18,,408,10,-87.696012,blue_blank,A,OPEN,Traditional,CARROLL,L,Carroll-Rosenwald Specialty Elementary School,Address,2929 W 83RD ST,60652,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.742517,29,22571,87.5,(773)535-9414,100,Carroll-Rosenwald Special ES,Underutilized,1,1,1158179.053211,#000000,1,,,"[-87.696018, 41.742524]",08:45 AM-03:45 PM,3:45 PM - 6:00 PM,8:30 AM,7735359414,"PK,K,1,2,3,4,5,6,7,8",https://carroll-rosenwald.cps.edu,True,417.0,290.0,326.0,73.0,9.0,https://carroll-rosenwald.cps.edu/apps/contact,False,True,
29,CLISSOLD,2350 W 110TH PL,Attendance Area School,"Chicago, IL",15,35,"2350 W 110TH PL, 60643",Network,Magnet_Cluster_IB||,6656,609861,Standard,Elementary School,0,1831405.309986,60643,0.66,Attendance Area School,0,MORGAN PARK,Far Southwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Clissold,Network ES,Network 10,M,19,,479,10,-87.680897,blue_blank,A,OPEN,Traditional,CLISSOLD,R,Henry R Clissold Elementary School,Address,2350 W 110TH PL,60643,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,18,41.693026,30,22761,89.29,(773)535-2560,100,Clissold ES,Underutilized,1,1,1162440.793704,#000000,1,,,"[-87.680903, 41.693034]",07:45 AM-02:45 PM,NOT AVAILABLE,7:30,7735352560,"PK,K,1,2,3,4,5,6,7,8",http://www.clissold-school.org,False,513.0,191.0,369.0,50.0,78.0,http://www.clissold-school.org/apps/contact,False,True,
30,COLES,8441 S YATES BLVD,Attendance Area School,"Chicago, IL",14,33,"8441 S YATES BLVD, 60617",Network,Magnet_Cluster_World_Language||,42106,609862,Standard,Elementary School,0,1849295.649206,60617,0.38,Attendance Area School,0,SOUTH CHICAGO,Greater Stony Island,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Coles,Network ES,Network 12,M,7,,253,12,-87.56597,blue_blank,A,OPEN,Traditional,COLES,L,Edward Coles Elementary Language Academy,Address,8441 S YATES BLVD,60617,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,17,41.741413,31,22771,68.97,(773)535-6550,100,Edward Coles ES Academy,Underutilized,1,1,1193672.241739,#000000,1,,,"[-87.565975, 41.741421]",08:00 AM-03:00 PM,,,7735356550,"PK,K,1,2,3,4,5,6,7,8",https://colesacademy.cps.edu,True,292.0,181.0,258.0,31.0,0.0,https://colesacademy.cps.edu/contact.html,False,False,
31,COOK,8150 S BISHOP ST,Attendance Area School,"Chicago, IL",13,31,"8150 S BISHOP ST, 60620",Network,,11557,609864,Standard,Elementary School,0,1850474.825653,60620,0.36,Attendance Area School,0,AUBURN GRESHAM,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Cook,Network ES,Network 11,M,17,,279,11,-87.659775,blue_blank,A,OPEN,Traditional,COOK,R,John W Cook Elementary School,Address,8150 S BISHOP ST,60620,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.745237,32,22801,86.21,(773)535-3315,100,Cook ES,Underutilized,1,1,1168060.787057,#000000,1,,,"[-87.65978, 41.745245]",08:45 AM - 03:45 PM,"DUE TO COVID-19, AFTERSCHOOL IS POSTPONED",8:40 AM,7735353315,"PK,K,1,2,3,4,5,6,7,8",https://cookelementary.org,True,321.0,240.0,263.0,53.0,2.0,https://cookelementary.org/apps/contact,False,True,
32,SMITH,744 E 103RD ST,Attendance Area School,"Chicago, IL",16,34,"744 E 103RD ST, 60628",Network,,26706,609978,Standard,Elementary School,0,1836867.382396,60628,0.61,Attendance Area School,0,PULLMAN,Greater Calumet,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Smith,Network ES,Network 13,M,8,,363,13,-87.60466,blue_blank,A,OPEN,Traditional,SMITH,L,Wendell Smith Elementary School,Address,744 E 103RD ST,60628,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,17,41.707558,33,23641,75.86,(773)535-5689,100,Wendell Smith ES,Underutilized,1,1,1183217.484762,#000000,1,,,"[-87.604666, 41.707565]",08:15 AM-03:15 PM,3:15 PM- 5:15 PM,8:00 AM,7735355689,"PK,K,1,2,3,4,5,6,7,8",https://wendellsmith.cps.edu,True,356.0,270.0,338.0,14.0,0.0,https://wendellsmith.cps.edu/apps/contact,False,True,
33,DIXON,8306 S SAINT LAWRENCE AVE,Attendance Area School,"Chicago, IL",14,34,"8306 S SAINT LAWRENCE AVE, 60619",Network,,8853,609887,Standard,Elementary School,0,1850013.843307,60619,0.79,Attendance Area School,0,CHATHAM,Greater Stony Island,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Dixon,Network ES,Network 12,M,6,,464,12,-87.609979,blue_blank,A,OPEN,Traditional,DIXON,R,Arthur Dixon Elementary School,Address,8306 S SAINT LAWRENCE AVE,60619,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,17,41.743669,34,22971,21.43,(773)535-3834,100,Dixon ES,Efficient,1,1,1181654.669646,#000000,1,,,"[-87.609985, 41.743677]",08:30 AM-03:30 PM,3:30PM-5:00PM,8:20AM,7735353834,"PK,K,1,2,3,4,5,6,7,8",http://www.dixoneagles.org,True,416.0,326.0,399.0,14.0,3.0,http://www.dixoneagles.org/apps/contact,False,True,
34,DOOLITTLE,535 E 35TH ST,Attendance Area School,"Chicago, IL",11,26,"535 E 35TH ST, 60616",Network,,10915,609891,Standard,Elementary School,0,1881875.308456,60616,0.33,Attendance Area School,1,DOUGLAS,Bronzeville / South Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Doolittle,Network ES,Network 9,M,4,,262,9,-87.612275,blue_blank,A,OPEN,Traditional,DOOLITTLE,R,James R Doolittle Jr Elementary School,Address,535 E 35TH ST,60616,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,13,41.831121,35,22991,12,(773)535-1040,100,Doolittle ES,Underutilized,1,1,1180760.920777,#000000,1,,,"[-87.61228, 41.831128]",08:30 AM-03:30 PM,3:30 - 6:00PM,8:15AM,7735351040,"PK,K,1,2,3,4,5,6,7,8",https://doolittleelementary.org,True,257.0,210.0,252.0,4.0,0.0,https://doolittleelementary.org/apps/contact,False,True,
35,TURNER-DREW,9300 S PRINCETON AVE,Citywide,"Chicago, IL",13,27,"9300 S PRINCETON AVE, 60620",Network,Magnet_Elem_World_Language||,53031,609895,Standard,Elementary School,0,1843387.287991,60620,0.49,Citywide,0,ROSELAND,South Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Turner-Drew,Network ES,Network 11,M,9,Elementary Magnet,193,11,-87.630164,blue_circle,A,OPEN,Traditional,TURNER-DREW,R,Turner-Drew Elementary Language Academy,Address,9300 S PRINCETON AVE,60620,,,Elementary Magnet,ES,K-8,14,41.725609,36,29041,0,(773)535-5720,100,Turner-Drew Elem Academy,Underutilized,1,1,1176199.717629,#000000,1,,,"[-87.63017, 41.725617]",07:45 AM-02:45 PM,,,7735355720,"K,1,2,3,4,5,6,7,8",https://turner-drew.cps.edu,True,195.0,153.0,193.0,2.0,0.0,https://turner-drew.cps.edu/apps/contact,False,True,
36,METCALFE,12339 S NORMAL AVE,Attendance Area School,"Chicago, IL",16,28,"12339 S NORMAL AVE, 60628",Network,Comprehensive_Gifted||,26666,609902,Standard,Elementary School,0,1822912.173429,60628,0.36,Attendance Area School,0,WEST PULLMAN,Greater Calumet,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Metcalfe,Network ES,Network 13,M,9,,309,13,-87.634306,blue_blank,A,OPEN,Traditional,METCALFE,L,Ralph H Metcalfe Elementary Community Academy,Address,12339 S NORMAL AVE,60628,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,14,41.669444,37,31061,65.52,(773)535-5590,100,Metcalfe Elem Academy,Underutilized,1,1,1175235.399348,#000000,1,,,"[-87.634311, 41.669452]",08:00 AM-03:00 PM,,,7735355590,"PK,K,1,2,3,4,5,6,7,8",https://metcalfe.cps.edu,True,359.0,286.0,301.0,53.0,2.0,https://metcalfe.cps.edu/apps/contact,False,True,
37,ESMOND,1865 W MONTVALE AVE,Attendance Area School,"Chicago, IL",15,35,"1865 W MONTVALE AVE, 60643",Network,Magnet_Cluster_IB||,34877,609908,Standard,Elementary School,0,1830115.685597,60643,0.62,Attendance Area School,0,MORGAN PARK,Far Southwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Esmond,Network ES,Network 10,M,19,,261,10,-87.669159,blue_blank,A,OPEN,Traditional,ESMOND,L,Esmond Elementary School,Address,1865 W MONTVALE AVE,60643,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,18,41.68942,38,23131,72.22,(773)535-2650,100,Esmond ES,Underutilized,1,1,1165656.809253,#000000,1,,,"[-87.669164, 41.689427]",07:45 AM-02:45 PM,3:00 PM - 5:00 PM,7:45 AM,7735352650,"PK,K,1,2,3,4,5,6,7,8",https://esmond.cps.edu,True,222.0,188.0,212.0,8.0,0.0,https://esmond.cps.edu/apps/contact,False,True,
38,FERNWOOD,10041 S UNION AVE,Attendance Area School,"Chicago, IL",16,27,"10041 S UNION AVE, 60628",Network,,789,609917,Standard,Elementary School,0,1838108.072828,60628,0.61,Attendance Area School,0,WASHINGTON HEIGHTS,Greater Calumet,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Fernwood,Network ES,Network 13,M,21,,258,13,-87.640414,blue_blank,A,OPEN,Traditional,FERNWOOD,L,Fernwood Elementary School,Address,10041 S UNION AVE,60628,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,14,41.711184,39,23201,68.97,(773)535-2700,100,Fernwood ES,Underutilized,1,1,1173444.210017,#000000,1,,,"[-87.640419, 41.711191]",08:30 AM-03:30 PM,3:30 - 5:00,7:30,7735352700,"PK,K,1,2,3,4,5,6,7,8",http://www.fernwoodelementary.org/,True,259.0,222.0,227.0,5.0,0.0,http://www.fernwoodelementary.org/apps/contact,True,False,
39,FISKE,6020 S LANGLEY AVE,Attendance Area School,"Chicago, IL",11,5,"6020 S LANGLEY AVE, 60637",Network,Magnet_Cluster_IB_Technology_Partner||,23742,609919,Standard,Elementary School,0,1865144.155238,60637,0.48,Attendance Area School,0,WOODLAWN,Bronzeville / South Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Fiske,Network ES,Network 9,M,20,,379,9,-87.608633,blue_blank,A,OPEN,Traditional,FISKE,R,John Fiske Elementary School,Address,6020 S LANGLEY AVE,60637,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,3,41.785183,40,23221,34.48,(773)535-0990,100,Fiske ES,Underutilized,1,1,1181894.542198,#000000,1,,,"[-87.608639, 41.785191]",08:15 AM-03:15 PM,3:15 PM - 5:00 PM,8:00 AM,7735350990,"PK,K,1,2,3,4,5,6,7,8",https://fiskeelementary.org,True,377.0,267.0,350.0,17.0,1.0,https://fiskeelementary.org/apps/contact,False,True,
40,FORT DEARBORN,9025 S THROOP ST,Attendance Area School,"Chicago, IL",13,27,"9025 S THROOP ST, 60620",Network,Magnet_Cluster_Fine_Performing_Arts||,44661,609924,Standard,Elementary School,0,1844812.532844,60620,0.64,Attendance Area School,0,WASHINGTON HEIGHTS,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Fort Dearborn,Network ES,Network 11,M,21,,309,11,-87.655481,blue_blank,A,OPEN,Traditional,FORT DEARBORN,L,Fort Dearborn Elementary School,Address,9025 S THROOP ST,60620,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,14,41.729673,41,23241,41.38,(773)535-2680,100,Fort Dearborn ES,Underutilized,1,1,1169277.118942,#000000,1,,,"[-87.655487, 41.729681]",8:00 AM-03:00 PM,3:00-5:15,7:45 AM,7735352680,"PK,K,1,2,3,4,5,6,7,8",https://fortdearborn.cps.edu,True,307.0,241.0,288.0,17.0,0.0,https://fortdearborn.cps.edu/apps/contact,False,True,
41,FOSTER PARK,8530 S WOOD ST,Attendance Area School,"Chicago, IL",13,31,"8530 S WOOD ST, 60620",Network,Magnet_Cluster_Fine_Performing_Arts||,3618,609927,Standard,Elementary School,0,1847975.092792,60620,0.47,Attendance Area School,0,AUBURN GRESHAM,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Foster Park,Network ES,Network 11,M,18,,345,11,-87.668099,blue_blank,A,OPEN,Traditional,FOSTER PARK,R,Foster Park Elementary School,Address,8530 S WOOD ST,60620,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.738425,42,23261,51.72,(773)535-2725,100,Foster Park ES,Underutilized,1,1,1165808.18756,#000000,1,,,"[-87.668105, 41.738433]",08:45 AM-03:45 PM,,8:30AM,7735352725,"PK,K,1,2,3,4,5,6,7,8",https://fosterpark.cps.edu,True,354.0,257.0,338.0,15.0,0.0,https://fosterpark.cps.edu/apps/contact,False,True,
42,FARMER,4214 S ST LAWRENCE AVE,Attendance Area School,"Chicago, IL",11,26,"4214 S ST LAWRENCE AVE, 60653",Network,,46565,609928,Standard,Elementary School,0,1877096.567685,60653,0.45,Attendance Area School,0,GRAND BOULEVARD,Bronzeville / South Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Farmer,Network ES,Network 9,M,4,,291,9,-87.611784,blue_blank,A,OPEN,Traditional,FARMER,R,James Farmer Jr Elementary School,Address,4214 S ST LAWRENCE AVE,60653,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,13,41.818003,43,23271,58.33,(773)535-1687,100,James Farmer Jr,Underutilized,1,1,1180934.741296,#000000,1,,,"[-87.61179, 41.818011]",08:45 AM-03:45 PM,3:45-5:30,8:15 AM,7735351687,"PK,K,1,2,3,4,5,6,7,8",http://fuller.cps.edu/,True,319.0,249.0,299.0,13.0,0.0,http://fuller.cps.edu/apps/contact,False,True,
43,GILLESPIE,9301 S STATE ST,Attendance Area School,"Chicago, IL",14,34,"9301 S STATE ST, 60619",Network,Magnet_Cluster_Technology_Partner||Specific_Aptitude||,46211,609939,Standard,Elementary School,0,1843300.812442,60619,0.49,Attendance Area School,0,ROSELAND,Greater Stony Island,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Gillespie,Network ES,Network 12,M,6,,350,12,-87.623719,blue_blank,A,OPEN,Traditional,GILLESPIE,L,Frank L Gillespie Elementary School,Address,9301 S STATE ST,60619,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,17,41.725332,44,23321,0,(773)535-5065,100,Gillespie ES,Underutilized,1,1,1177959.915225,#000000,1,,,"[-87.623725, 41.72534]",08:00 AM-03:00 PM,03:15 PM - 05:15 PM,07:45 AM,7735355065,"PK,K,1,2,3,4,5,6,7,8",https://gillespietech.org,True,293.0,218.0,276.0,14.0,0.0,https://gillespietech.org/apps/contact,False,True,
44,OWENS,12302 S STATE ST,Attendance Area School,"Chicago, IL",16,28,"12302 S STATE ST, 60628",Network,Magnet_Cluster_STEM_Fine_Performing_Arts||,41472,609943,Standard,Elementary School,0,1823366.068519,60628,0.37,Attendance Area School,0,WEST PULLMAN,Greater Calumet,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Owens,Network ES,Network 13,M,9,,332,13,-87.622546,blue_blank,A,OPEN,Traditional,OWENS,R,Jesse Owens Elementary Community Academy,Address,12302 S STATE ST,60628,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,14,41.670618,45,23351,3.45,(773)535-5475,100,Owens Elem Academy,Underutilized,1,1,1178444.870619,#000000,1,,,"[-87.622551, 41.670625]",08:30 AM-03:30 PM,,,7735355475,"PK,K,1,2,3,4,5,6,7,8",https://gompersschool.org,True,340.0,279.0,316.0,18.0,2.0,https://gompersschool.org/apps/contact,False,True,
45,GRESHAM,8524 S GREEN ST,Attendance Area School,"Chicago, IL",13,27,"8524 S GREEN ST, 60620",Network,,24008,609955,Standard,Elementary School,0,1848204.872188,60620,0.43,Attendance Area School,0,AUBURN GRESHAM,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Gresham,Network ES,Network 11,M,17,,325,11,-87.645025,blue_blank,A,OPEN,Traditional,GRESHAM,R,Walter Q Gresham Elementary School,Address,8524 S GREEN ST,60620,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,14,41.73892,46,23451,41.38,(773)535-3350,100,Gresham ES,Underutilized,1,1,1172104.244193,#000000,1,,,"[-87.645031, 41.738928]",08:45 AM-03:45 PM,3:4 5 PM - 5:00 PM,8:30,7735353350,"PK,K,1,2,3,4,5,6,7,8",http://Greshamschool.org,True,330.0,277.0,307.0,21.0,2.0,http://Greshamschool.org/apps/contact,False,True,
46,WOODLAWN,6657 S KIMBARK AVE,Citywide,"Chicago, IL",11,5,"6657 S KIMBARK AVE, 60637",Network,,54613,609977,Standard,Elementary School,0,1860871.074218,60637,0.59,Citywide,0,WOODLAWN,Bronzeville / South Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6",Woodlawn,Network ES,Network 9,M,20,,166,9,-87.594392,blue_circle,A,OPEN,Traditional,WOODLAWN,L,Woodlawn Community Elementary School,Address,6657 S KIMBARK AVE,60637,,,Citywide,ES,PK-6,3,41.773366,47,23631,96.55,(773)535-0801,100,Woodlawn ES,Underutilized,1,1,1185815.431994,#000000,1,,,"[-87.594398, 41.773373]",08:30 AM-03:30 PM,3:30 PM - 6:00 PM,8:00 AM,7735350801,"PK,K,1,2,3,4,5,6",https://woodlawn.cps.edu,True,174.0,132.0,161.0,10.0,0.0,https://woodlawn.cps.edu/contact.html,False,False,
47,HOYNE,8905 S CRANDON AVE,Attendance Area School,"Chicago, IL",14,25,"8905 S CRANDON AVE, 60617",Network,Magnet_Cluster_Fine_Performing_Arts||,4270,610002,Standard,Elementary School,0,1846347.685285,60617,1.1,Attendance Area School,0,CALUMET HEIGHTS,Greater Stony Island,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hoyne,Network ES,Network 12,M,7,,250,12,-87.568228,blue_blank,A,OPEN,Traditional,HOYNE,L,Thomas Hoyne Elementary School,Address,8905 S CRANDON AVE,60617,K-6,"K, 1, 2, 3, 4, 5, 6",Attendance Area School,ES,PK-8,13,41.733338,48,23871,6.9,(773)535-6425,100,Hoyne ES,Efficient,1,1,1193082.072972,#000000,1,,,"[-87.568234, 41.733346]",8:15 AM-3:15 PM,MONDAY - THURSDAY 3:15 PM - 4:15 PM,8:00 AM,7735356425,"PK,K,1,2,3,4,5,6,7,8",https://thomashoyne.org,True,229.0,157.0,222.0,4.0,0.0,https://thomashoyne.org/apps/contact,False,True,
48,CUFFE,8324 S RACINE AVE,Attendance Area School,"Chicago, IL",13,31,"8324 S RACINE AVE, 60620",Network,Comprehensive_Gifted||,42330,610003,Standard,Elementary School,0,1849473.032381,60620,0.47,Attendance Area School,0,AUBURN GRESHAM,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Cuffe,Network ES,Network 11,M,17,,236,11,-87.653633,blue_blank,A,OPEN,Traditional,CUFFE,R,Paul Cuffe Math-Science Technology Academy ES,Address,8324 S RACINE AVE,60620,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.742452,49,23881,41.38,(773)535-8250,100,Cuffe Elem Academy,Underutilized,1,1,1169744.700028,#000000,1,,,"[-87.653639, 41.742459]",07:45 AM-02:45 PM,,7:30,7735358250,"PK,K,1,2,3,4,5,6,7,8",https://cuffeacademy.org,True,248.0,186.0,238.0,8.0,2.0,https://cuffeacademy.org/apps/contact,False,True,
49,KERSHAW,6450 S LOWE AVE,Citywide,"Chicago, IL",13,6,"6450 S LOWE AVE, 60621",Network,Magnet_Elem_IB||,46509,610019,Standard,Elementary School,0,1861890.499344,60621,0.4,Citywide,0,ENGLEWOOD,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Kershaw,Network ES,Network 11,M,16,Elementary Magnet,210,11,-87.640892,blue_circle,A,OPEN,Traditional,KERSHAW,R,Joshua D Kershaw Elementary School,Address,6450 S LOWE AVE,60621,,,Elementary Magnet,ES,PK-8,3,41.776453,50,23991,86.21,(773)535-3050,100,Kersahaw ES,Underutilized,1,1,1173122.210661,#000000,1,,,"[-87.640898, 41.776461]",07:45 AM-02:45 PM,2:45- 5:15,7:45,7735353050,"PK,K,1,2,3,4,5,6,7,8",https://kershawmagnet.org,True,228.0,187.0,219.0,8.0,0.0,https://kershawmagnet.org/apps/contact,False,True,
50,OWEN,8247 S CHRISTIANA AVE,Citywide,"Chicago, IL",13,31,"8247 S CHRISTIANA AVE, 60652",Network,Magnet_Elem_Scholastic_Academy||,26994,610109,Standard,Elementary School,0,1849510.134669,60652,0.95,Citywide,0,ASHBURN,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Owen,Network ES,Network 10,M,18,Elementary Magnet,276,10,-87.705749,blue_circle,A,OPEN,Traditional,OWEN,L,William Bishop Owen Scholastic Academy ES,Address,8247 S CHRISTIANA AVE,60652,,,Elementary Magnet,ES,PK-8,16,41.74285,51,29241,79.31,(773)535-9330,100,Owen Elem Academy,Efficient,1,1,1155520.862006,#000000,1,,,"[-87.705755, 41.742858]",7:30 AM-2:30 PM,2:30PM- 5:30PM,,7735359330,"PK,K,1,2,3,4,5,6,7,8",https://owenscholasticacademy.org,True,281.0,149.0,262.0,15.0,1.0,https://owenscholasticacademy.org/apps/contact,False,True,
51,WELLS ES,249 E 37TH ST,Attendance Area School,"Chicago, IL",11,5,"249 E 37TH ST, 60653",Network,Magnet_Cluster_IB||,45840,610110,Standard,Elementary School,0,1880486.14588,60653,0.47,Attendance Area School,0,DOUGLAS,Bronzeville / South Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",I. Wells,Network ES,Network 9,M,3,,323,9,-87.61978,blue_blank,A,OPEN,Traditional,WELLS ES,R,Ida B Wells Preparatory Elementary Academy,Address,249 E 37TH ST,60653,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,3,41.827355,52,24811,57.14,(773)535-1204,100,Wells Prep Academy,Underutilized,1,1,1178726.927798,#000000,1,,,"[-87.619785, 41.827363]",08:30 AM-03:30 PM,3:30PM - 5:30PM,08:00AM,7735351204,"PK,K,1,2,3,4,5,6,7,8",http://wellsprepelementary.com,True,304.0,205.0,290.0,7.0,2.0,http://wellsprepelementary.com/apps/contact,False,True,
52,PARKER,6800 S STEWART AVE,Attendance Area School,"Chicago, IL",13,32,"6800 S STEWART AVE, 60621",Network,Specific_Aptitude||Comprehensive_Gifted||,55260,610112,Standard,Elementary School,0,1859838.317097,60621,0.3,Attendance Area School,0,ENGLEWOOD,South Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Parker,Network ES,Network 11,M,6,,355,11,-87.634086,blue_blank,A,OPEN,Traditional,PARKER,R,Francis W Parker Elementary Community Academy,Address,6800 S STEWART AVE,60621,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.77078,53,31181,0,(773)535-3375,100,Parker Elem Academy,Underutilized,1,1,1174995.498581,#000000,1,,,"[-87.634092, 41.770788]",07:45 AM-02:45 PM,3:00PM - 6:00PM,7:30AM,7735353375,"PK,K,1,2,3,4,5,6,7,8",https://parker.cps.edu,True,374.0,292.0,353.0,18.0,1.0,https://parker.cps.edu/apps/contact,False,True,
53,PARK MANOR,7037 S RHODES AVE,Attendance Area School,"Chicago, IL",14,32,"7037 S RHODES AVE, 60637",Network,,892,610115,Standard,Elementary School,0,1858321.040932,60637,0.6,Attendance Area School,0,GREATER GRAND CROSSING,Greater Stony Island,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Park Manor,Network ES,Network 12,M,6,,252,12,-87.611546,blue_blank,A,OPEN,Traditional,PARK MANOR,L,Park Manor Elementary School,Address,7037 S RHODES AVE,60637,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,16,41.766477,54,24841,62.07,(773)535-3070,100,Park Manor ES,Underutilized,1,1,1181157.38127,#000000,1,,,"[-87.611551, 41.766484]",07:50AM-3:00PM,,,7735353070,"PK,K,1,2,3,4,5,6,7,8",https://www.parkmanor.cps.edu,True,316.0,248.0,278.0,38.0,0.0,https://www.parkmanor.cps.edu/apps/contact,False,True,
